# DESCRIPTION:
# Reference: Barker, S., Knorr, G., Edwards, R. L., Parrenin, F., Putnam, A. E., Skinner, L. C., ... & Ziegler, M. (2011). 800,000 years of abrupt climate variability. science, 334(6054), 347-351, https://doi.org/10.1126/science.1203580
# Data from: https://doi.org/10.1126/science.1203580. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

EDC3 Age [kyr],GLT_syn δ18O [‰]
81.4,-37.04
81.45,-36.87
81.5,-36.71
81.55,-36.65
81.6,-36.59
81.65,-36.48
81.7,-36.56
81.75,-36.8
81.8,-36.98
81.85,-37.07
81.9,-37.28
81.95,-37.32
82,-37.02
82.05,-36.88
82.1,-36.72
82.15,-36.74
82.2,-36.77
82.25,-36.8
82.3,-37.01
82.35,-37.17
82.4,-37.22
82.45,-37.15
82.5,-37
82.55,-37
82.6,-36.78
82.65,-36.8
82.7,-37.2
82.75,-37.28
82.8,-37.57
82.85,-37.65
82.9,-37.75
82.95,-37.8
83,-37.75
83.05,-37.76
83.1,-37.74
83.15,-38.06
83.2,-38.33
83.25,-38.54
83.3,-38.82
83.35,-39.02
83.4,-38.9
83.45,-38.98
83.5,-38.87
83.55,-39.07
83.6,-39.06
83.65,-39.17
83.7,-39.21
83.75,-39.32
83.8,-39.55
83.85,-39.28
83.9,-39.2
83.95,-39.04
84,-39.08
84.05,-39.05
84.1,-39.21
84.15,-39.23
84.2,-39.2
84.25,-39.1
84.3,-39.18
84.35,-39.07
84.4,-39.15
84.45,-39.23
84.5,-39
84.55,-38.99
84.6,-39.06
84.65,-39.25
84.7,-39.29
84.75,-39.33
84.8,-39.13
84.85,-39.1
84.9,-39.33
84.95,-39.28
85,-39.18
85.05,-39.22
85.1,-39.19
85.15,-39.12
85.2,-39.38
85.25,-39.68
85.3,-39.56
85.35,-39.44
85.4,-39.35
85.45,-39.18
85.5,-39.37
85.55,-39.43
85.6,-39.28
85.65,-39.32
85.7,-39.39
85.75,-39.47
85.8,-39.46
85.85,-39.44
85.9,-39.35
85.95,-39.27
86,-39.42
86.05,-39.47
86.1,-39.57
86.15,-39.8
86.2,-39.71
86.25,-39.65
86.3,-39.75
86.35,-39.79
86.4,-39.9
86.45,-39.98
86.5,-40.14
86.55,-40.32
86.6,-40.39
86.65,-40.32
86.7,-40.2
86.75,-40.26
86.8,-40.23
86.85,-40.21
86.9,-40.25
86.95,-40.39
87,-40.21
87.05,-40.26
87.1,-40.13
87.15,-39.85
87.2,-39.57
87.25,-39.18
87.3,-38.8
87.35,-38.6
87.4,-38.57
87.45,-38.49
87.5,-38.34
87.55,-38.13
87.6,-38
87.65,-37.83
87.7,-37.9
87.75,-37.71
87.8,-37.72
87.85,-37.8
87.9,-37.74
87.95,-37.86
88,-38.06
88.05,-38.16
88.1,-38.12
88.15,-37.98
88.2,-37.83
88.25,-37.79
88.3,-37.7
88.35,-37.64
88.4,-37.68
88.45,-37.68
88.5,-37.52
88.55,-37.52
88.6,-37.61
88.65,-37.45
88.7,-37.29
88.75,-37.24
88.8,-37.23
88.85,-37.29
88.9,-37.51
88.95,-37.73
89,-37.97
89.05,-37.88
89.1,-37.66
89.15,-37.63
89.2,-37.69
89.25,-37.54
89.3,-37.37
89.35,-37.55
89.4,-37.76
89.45,-37.9
89.5,-38.03
89.55,-38.14
89.6,-37.99
89.65,-37.74
89.7,-37.66
89.75,-37.9
89.8,-38.09
89.85,-38.2
89.9,-38.44
89.95,-38.84
90,-39.37
90.05,-39.6
90.1,-39.66
90.15,-39.66
90.2,-39.58
90.25,-39.47
90.3,-39.67
90.35,-39.89
90.4,-39.79
90.45,-39.65
90.5,-39.78
90.55,-39.86
90.6,-39.62
90.65,-39.32
90.7,-38.92
90.75,-38.66
90.8,-38.57
90.85,-38.35
90.9,-38.28
90.95,-38.42
91,-38.43
91.05,-38.42
91.1,-38.5
91.15,-38.56
91.2,-38.32
91.25,-38.14
91.3,-38.06
91.35,-38
91.4,-38.01
91.45,-37.95
91.5,-37.86
91.55,-38.19
91.6,-38.36
91.65,-38.27
91.7,-37.98
91.75,-37.71
91.8,-37.68
91.85,-37.63
91.9,-37.62
91.95,-37.61
92,-37.75
92.05,-37.88
92.1,-37.87
92.15,-37.89
92.2,-37.83
92.25,-37.54
92.3,-37.4
92.35,-37.47
92.4,-37.71
92.45,-37.95
92.5,-37.95
92.55,-38
92.6,-38.06
92.65,-38.08
92.7,-38.03
92.75,-37.88
92.8,-37.95
92.85,-38.1
92.9,-38.3
92.95,-38.42
93,-38.27
93.05,-38.02
93.1,-38.02
93.15,-37.88
93.2,-37.82
93.25,-37.7
93.3,-37.73
93.35,-37.83
93.4,-37.87
93.45,-37.97
93.5,-37.9
93.55,-37.7
93.6,-37.57
93.65,-37.46
93.7,-37.73
93.75,-38
93.8,-37.85
93.85,-37.97
93.9,-38.11
93.95,-38.25
94,-38.39
94.05,-38.39
94.1,-38.35
94.15,-38.19
94.2,-38.13
94.25,-38.12
94.3,-37.94
94.35,-37.99
94.4,-37.82
94.45,-37.6
94.5,-37.68
94.55,-37.65
94.6,-37.63
94.65,-37.55
94.7,-37.29
94.75,-37.28
94.8,-37.48
94.85,-37.94
94.9,-38.35
94.95,-38.58
95,-38.99
95.05,-39.23
95.1,-39.34
95.15,-39.54
95.2,-39.66
95.25,-39.53
95.3,-39.33
95.35,-39.4
95.4,-39.5
95.45,-39.33
95.5,-39.13
95.55,-38.72
95.6,-38.28
95.65,-38.17
95.7,-38
95.75,-37.72
95.8,-37.64
95.85,-37.69
95.9,-37.58
95.95,-37.75
96,-37.92
96.05,-37.84
96.1,-37.76
96.15,-37.91
96.2,-37.93
96.25,-38.12
96.3,-38.37
96.35,-38.44
96.4,-38.29
96.45,-38.39
96.5,-38.46
96.55,-38.15
96.6,-38.03
96.65,-37.92
96.7,-37.92
96.75,-37.88
96.8,-38.02
96.85,-37.95
96.9,-38.02
96.95,-38.02
97,-37.93
97.05,-37.7
97.1,-37.73
97.15,-37.69
97.2,-37.71
97.25,-38.01
97.3,-38.23
97.35,-38.32
97.4,-38.27
97.45,-38.29
97.5,-38.16
97.55,-38.3
97.6,-38.19
97.65,-38.09
97.7,-38.08
97.75,-38.26
97.8,-38.38
97.85,-38.41
97.9,-38.22
97.95,-38.03
98,-37.96
98.05,-37.99
98.1,-38.14
98.15,-38.26
98.2,-38.4
98.25,-38.27
98.3,-38.52
98.35,-38.46
98.4,-38.46
98.45,-38.47
98.5,-38.67
98.55,-38.85
98.6,-39.16
98.65,-39.29
98.7,-39.24
98.75,-39.16
98.8,-39.07
98.85,-38.94
98.9,-38.81
98.95,-38.84
99,-38.53
99.05,-38.57
99.1,-38.57
99.15,-38.51
99.2,-38.21
99.25,-37.89
99.3,-37.65
99.35,-37.55
99.4,-37.45
99.45,-37.38
99.5,-37.31
99.55,-37.3
99.6,-37.35
99.65,-37.31
99.7,-37.51
99.75,-37.56
99.8,-37.53
99.85,-37.52
99.9,-37.44
99.95,-37.63
100,-37.65
100.05,-37.7
100.1,-37.84
100.15,-37.86
100.2,-37.88
100.25,-38.09
100.3,-38.18
100.35,-38.3
100.4,-38.29
100.45,-38.3
100.5,-38.36
100.55,-38.35
100.6,-38.37
100.65,-38.21
100.7,-38.06
100.75,-37.92
100.8,-37.9
100.85,-37.94
100.9,-38.04
100.95,-37.85
101,-37.72
101.05,-37.54
101.1,-37.43
101.15,-37.42
101.2,-37.42
101.25,-37.52
101.3,-37.76
101.35,-38.03
101.4,-38.42
101.45,-38.72
101.5,-38.76
101.55,-38.9
101.6,-39.04
101.65,-39.17
101.7,-39.26
101.75,-39.46
101.8,-39.62
101.85,-39.66
101.9,-39.74
101.95,-39.82
102,-39.71
102.05,-39.63
102.1,-39.58
102.15,-39.6
102.2,-39.72
102.25,-39.62
102.3,-39.32
102.35,-39.35
102.4,-39.46
102.45,-39.53
102.5,-39.54
102.55,-39.64
102.6,-39.82
102.65,-39.92
102.7,-40.17
102.75,-40.31
102.8,-40.41
102.85,-40.46
102.9,-40.5
102.95,-40.71
103,-41.1
103.05,-41.06
103.1,-41.02
103.15,-40.93
103.2,-40.86
103.25,-40.76
103.3,-40.37
103.35,-40
103.4,-39.7
103.45,-39.52
103.5,-39.14
103.55,-38.65
103.6,-38.27
103.65,-37.92
103.7,-37.48
103.75,-37.35
103.8,-37.13
103.85,-36.91
103.9,-36.86
103.95,-36.75
104,-36.78
104.05,-36.8
104.1,-36.68
104.15,-36.45
104.2,-36.4
104.25,-36.68
104.3,-36.87
104.35,-36.85
104.4,-36.8
104.45,-36.82
104.5,-36.96
104.55,-37.15
104.6,-37.13
104.65,-37.11
104.7,-37.21
104.75,-37.41
104.8,-37.58
104.85,-37.8
104.9,-38.01
104.95,-38.01
105,-38.04
105.05,-38.28
105.1,-38.64
105.15,-38.75
105.2,-38.7
105.25,-38.44
105.3,-38.4
105.35,-38.49
105.4,-38.43
105.45,-38.27
105.5,-38.23
105.55,-38.22
105.6,-38.1
105.65,-37.99
105.7,-37.85
105.75,-37.56
105.8,-37.24
105.85,-36.96
105.9,-36.81
105.95,-36.94
106,-36.96
106.05,-36.89
106.1,-37.05
106.15,-37.24
106.2,-37.31
106.25,-37.36
106.3,-37.51
106.35,-37.73
106.4,-37.93
106.45,-38.29
106.5,-38.68
106.55,-39.17
106.6,-39.59
106.65,-39.96
106.7,-40.33
106.75,-40.57
106.8,-40.55
106.85,-40.51
106.9,-40.53
106.95,-40.69
107,-40.84
107.05,-40.87
107.1,-41.01
107.15,-41.04
107.2,-40.99
107.25,-40.9
107.3,-40.89
107.35,-40.81
107.4,-40.64
107.45,-40.66
107.5,-40.78
107.55,-40.95
107.6,-41.15
107.65,-41.2
107.7,-41.26
107.75,-41.31
107.8,-41.22
107.85,-41.12
107.9,-41.04
107.95,-40.93
108,-40.78
108.05,-40.6
108.1,-40.54
108.15,-40.45
108.2,-40.28
108.25,-40.02
108.3,-39.76
108.35,-39.6
108.4,-39.29
108.45,-39.04
108.5,-38.84
108.55,-38.64
108.6,-38.51
108.65,-38.36
108.7,-38.14
108.75,-38.12
108.8,-38.05
108.85,-37.81
108.9,-37.68
108.95,-37.61
109,-37.46
109.05,-37.13
109.1,-36.98
109.15,-36.92
109.2,-36.96
109.25,-37.11
109.3,-37.13
109.35,-37.08
109.4,-37.11
109.45,-36.99
109.5,-36.94
109.55,-37.1
109.6,-37.22
109.65,-37.31
109.7,-37.35
109.75,-37.5
109.8,-37.66
109.85,-37.81
109.9,-37.81
109.95,-37.63
110,-37.62
110.05,-37.8
110.1,-37.97
110.15,-38.05
110.2,-37.94
110.25,-37.76
110.3,-37.67
110.35,-37.66
110.4,-37.83
110.45,-37.95
110.5,-37.92
110.55,-37.77
110.6,-37.79
110.65,-37.95
110.7,-37.99
110.75,-37.88
110.8,-37.86
110.85,-37.92
110.9,-38.07
110.95,-38.18
111,-38.28
111.05,-38.3
111.1,-38.25
111.15,-38.26
111.2,-38.35
111.25,-38.57
111.3,-38.53
111.35,-38.41
111.4,-38.39
111.45,-38.47
111.5,-38.33
111.55,-38.19
111.6,-38.17
111.65,-38.29
111.7,-38.3
111.75,-38.17
111.8,-37.96
111.85,-37.81
111.9,-37.68
111.95,-37.44
112,-37.31
112.05,-37.2
112.1,-37.05
112.15,-36.92
112.2,-37
112.25,-37.08
112.3,-36.97
112.35,-36.68
112.4,-36.46
112.45,-36.55
112.5,-36.62
112.55,-36.55
112.6,-36.44
112.65,-36.52
112.7,-36.63
112.75,-36.77
112.8,-36.89
112.85,-36.88
112.9,-36.71
112.95,-36.58
113,-36.68
113.05,-36.79
113.1,-36.77
113.15,-36.49
113.2,-36.43
113.25,-36.53
113.3,-36.55
113.35,-36.43
113.4,-36.32
113.45,-36.04
113.5,-35.76
113.55,-35.64
113.6,-35.67
113.65,-35.69
113.7,-35.39
113.75,-35.2
113.8,-35.31
113.85,-35.59
113.9,-35.74
113.95,-35.75
114,-35.77
114.05,-35.8
114.1,-35.75
114.15,-35.94
114.2,-36.16
114.25,-36.26
114.3,-36.24
114.35,-36.22
114.4,-36.32
114.45,-36.46
114.5,-36.34
114.55,-36.11
114.6,-35.81
114.65,-35.64
114.7,-35.65
114.75,-35.72
114.8,-35.94
114.85,-36.01
114.9,-35.94
114.95,-35.83
115,-35.89
115.05,-35.97
115.1,-36.16
115.15,-36.17
115.2,-36.29
115.25,-36.45
115.3,-36.65
115.35,-36.83
115.4,-36.79
115.45,-36.68
115.5,-36.53
115.55,-36.54
115.6,-36.53
115.65,-36.53
115.7,-36.37
115.75,-36.13
115.8,-35.94
115.85,-35.91
115.9,-35.78
115.95,-35.65
116,-35.56
116.05,-35.33
116.1,-35.22
116.15,-35.29
116.2,-35.09
116.25,-34.72
116.3,-34.61
116.35,-34.7
116.4,-34.85
116.45,-34.92
116.5,-34.9
116.55,-34.84
116.6,-34.77
116.65,-34.66
116.7,-34.54
116.75,-34.68
116.8,-34.7
116.85,-34.5
116.9,-34.67
116.95,-34.83
117,-34.9
117.05,-34.82
117.1,-34.58
117.15,-34.66
117.2,-34.68
117.25,-34.77
117.3,-34.88
117.35,-34.87
117.4,-34.89
117.45,-34.69
117.5,-34.75
117.55,-34.91
117.6,-34.87
117.65,-35.03
117.7,-35.04
117.75,-34.94
117.8,-35.05
117.85,-35.05
117.9,-35.07
117.95,-34.95
118,-34.92
118.05,-35.2
118.1,-35.37
118.15,-35.64
118.2,-35.52
118.25,-35.32
118.3,-35.24
118.35,-34.9
118.4,-34.82
118.45,-34.94
118.5,-35.02
118.55,-34.9
118.6,-34.84
118.65,-34.84
118.7,-34.72
118.75,-34.6
118.8,-34.55
118.85,-34.3
118.9,-34.32
118.95,-34.5
119,-34.57
119.05,-34.81
119.1,-34.72
119.15,-34.66
119.2,-34.53
119.25,-34.55
119.3,-34.62
119.35,-34.63
119.4,-34.69
119.45,-34.53
119.5,-34.29
119.55,-34.42
119.6,-34.37
119.65,-34.27
119.7,-34.16
119.75,-34.15
119.8,-34.39
119.85,-34.38
119.9,-34.43
119.95,-34.48
120,-34.31
120.05,-34.25
120.1,-34.24
120.15,-34.23
120.2,-34.42
120.25,-34.34
120.3,-34.47
120.35,-34.43
120.4,-34.44
120.45,-34.38
120.5,-34.15
120.55,-34.15
120.6,-34.07
120.65,-33.97
120.7,-34.04
120.75,-34.04
120.8,-33.94
120.85,-33.94
120.9,-33.82
120.95,-33.89
121,-33.78
121.05,-33.84
121.1,-33.95
121.15,-33.88
121.2,-34
121.25,-34.04
121.3,-34.19
121.35,-34.27
121.4,-34.32
121.45,-34.38
121.5,-34.59
121.55,-34.73
121.6,-34.81
121.65,-34.67
121.7,-34.68
121.75,-34.71
121.8,-34.67
121.85,-34.71
121.9,-34.71
121.95,-34.59
122,-34.3
122.05,-34.17
122.1,-34.05
122.15,-33.9
122.2,-33.62
122.25,-33.59
122.3,-33.58
122.35,-33.64
122.4,-33.75
122.45,-33.7
122.5,-33.72
122.55,-33.69
122.6,-33.6
122.65,-33.71
122.7,-33.89
122.75,-34.07
122.8,-34.12
122.85,-34.28
122.9,-34.5
122.95,-34.47
123,-34.42
123.05,-34.37
123.1,-34.24
123.15,-34.26
123.2,-33.96
123.25,-33.99
123.3,-34.01
123.35,-33.94
123.4,-34.02
123.45,-33.79
123.5,-33.71
123.55,-33.51
123.6,-33.31
123.65,-33.03
123.7,-33.08
123.75,-33.15
123.8,-33.14
123.85,-33.15
123.9,-33.59
123.95,-33.69
124,-33.75
124.05,-33.81
124.1,-33.79
124.15,-34.02
124.2,-34.12
124.25,-34.44
124.3,-34.66
124.35,-35.19
124.4,-35.3
124.45,-35.36
124.5,-35.61
124.55,-35.54
124.6,-35.26
124.65,-35.13
124.7,-35.17
124.75,-35.03
124.8,-34.78
124.85,-34.64
124.9,-34.76
124.95,-34.69
125,-34.65
125.05,-34.35
125.1,-34.17
125.15,-34.18
125.2,-34.04
125.25,-34.06
125.3,-34.19
125.35,-34.23
125.4,-34.06
125.45,-34.21
125.5,-34.4
125.55,-34.55
125.6,-34.36
125.65,-34.15
125.7,-34.15
125.75,-34.2
125.8,-34.37
125.85,-34.26
125.9,-34.11
125.95,-34.15
126,-34
126.05,-33.88
126.1,-33.88
126.15,-33.65
126.2,-33.53
126.25,-33.12
126.3,-32.96
126.35,-33
126.4,-32.65
126.45,-32.32
126.5,-31.94
126.55,-31.73
126.6,-31.66
126.65,-31.43
126.7,-31.51
126.75,-31.56
126.8,-31.61
126.85,-31.67
126.9,-31.72
126.95,-32.02
127,-32.27
127.05,-32.27
127.1,-32.47
127.15,-32.73
127.2,-32.72
127.25,-32.7
127.3,-32.59
127.35,-32.63
127.4,-32.4
127.45,-32.23
127.5,-32.1
127.55,-32.17
127.6,-31.97
127.65,-31.89
127.7,-31.62
127.75,-31.5
127.8,-31.43
127.85,-31.27
127.9,-31.6
127.95,-31.8
128,-31.97
128.05,-32.11
128.1,-32.27
128.15,-32.31
128.2,-32.5
128.25,-32.47
128.3,-32.92
128.35,-32.98
128.4,-33.14
128.45,-33.5
128.5,-33.74
128.55,-34.03
128.6,-33.9
128.65,-34.11
128.7,-34.5
128.75,-34.51
128.8,-34.74
128.85,-35.06
128.9,-35.09
128.95,-35.23
129,-35.03
129.05,-35.26
129.1,-35.48
129.15,-35.35
129.2,-35.4
129.25,-35.43
129.3,-35.72
129.35,-35.58
129.4,-35.4
129.45,-35.7
129.5,-35.69
129.55,-35.75
129.6,-35.88
129.65,-35.97
129.7,-36.2
129.75,-35.98
129.8,-36.13
129.85,-36.42
129.9,-36.49
129.95,-36.66
130,-36.7
130.05,-36.99
130.1,-37.21
130.15,-37.12
130.2,-37.38
130.25,-37.48
130.3,-37.63
130.35,-37.83
130.4,-37.83
130.45,-38.2
130.5,-38.13
130.55,-38.08
130.6,-38.15
130.65,-38.1
130.7,-37.99
130.75,-37.92
130.8,-37.9
130.85,-38.12
130.9,-37.99
130.95,-37.93
131,-37.94
131.05,-37.92
131.1,-38.08
131.15,-38.14
131.2,-38.24
131.25,-38.37
131.3,-38.48
131.35,-38.73
131.4,-39.15
131.45,-39.29
131.5,-39.28
131.55,-39
131.6,-38.93
131.65,-39
131.7,-38.97
131.75,-38.95
131.8,-38.89
131.85,-38.75
131.9,-38.69
131.95,-38.67
132,-38.65
132.05,-38.37
132.1,-38.06
132.15,-38.01
132.2,-38.18
132.25,-38.51
132.3,-38.76
132.35,-38.91
132.4,-39.04
132.45,-39.1
132.5,-38.96
132.55,-39.01
132.6,-39.11
132.65,-39.15
132.7,-39.16
132.75,-39.26
132.8,-39.17
132.85,-39.03
132.9,-38.85
132.95,-38.69
133,-38.58
133.05,-38.44
133.1,-38.33
133.15,-38.22
133.2,-38.42
133.25,-38.56
133.3,-38.47
133.35,-38.35
133.4,-38.32
133.45,-38.51
133.5,-38.83
133.55,-39.09
133.6,-39.3
133.65,-39.38
133.7,-39.38
133.75,-39.37
133.8,-39.39
133.85,-39.65
133.9,-39.69
133.95,-39.61
134,-39.7
134.05,-39.84
134.1,-39.87
134.15,-39.71
134.2,-39.67
134.25,-39.68
134.3,-39.66
134.35,-39.81
134.4,-40.11
134.45,-40.38
134.5,-40.51
134.55,-40.5
134.6,-40.6
134.65,-40.8
134.7,-40.96
134.75,-41.06
134.8,-41.18
134.85,-41.38
134.9,-41.43
134.95,-41.38
135,-41.28
135.05,-40.98
135.1,-40.52
135.15,-40.28
135.2,-40.2
135.25,-40.02
135.3,-39.68
135.35,-39.29
135.4,-38.97
135.45,-38.77
135.5,-38.64
135.55,-38.5
135.6,-38.4
135.65,-38.42
135.7,-38.6
135.75,-38.93
135.8,-39.26
135.85,-39.38
135.9,-39.47
135.95,-39.67
136,-40.02
136.05,-40.43
136.1,-40.73
136.15,-40.88
136.2,-40.86
136.25,-40.82
136.3,-40.84
136.35,-40.82
136.4,-40.7
136.45,-40.49
136.5,-40.21
136.55,-39.93
136.6,-39.63
136.65,-39.34
136.7,-39.11
136.75,-38.9
136.8,-38.7
136.85,-38.55
136.9,-38.52
136.95,-38.51
137,-38.47
137.05,-38.42
137.1,-38.39
137.15,-38.43
137.2,-38.64
137.25,-38.93
137.3,-39.19
137.35,-39.39
137.4,-39.48
137.45,-39.51
137.5,-39.57
137.55,-39.67
137.6,-39.83
137.65,-39.97
137.7,-40.04
137.75,-40.07
137.8,-40.04
137.85,-40.01
137.9,-40
137.95,-40.05
138,-40.16
138.05,-40.3
138.1,-40.39
138.15,-40.49
138.2,-40.65
138.25,-40.82
138.3,-40.88
138.35,-40.9
138.4,-40.95
138.45,-41.05
138.5,-41.26
138.55,-41.48
138.6,-41.55
138.65,-41.46
138.7,-41.29
138.75,-41.11
138.8,-40.99
138.85,-40.87
138.9,-40.67
138.95,-40.42
139,-40.24
139.05,-40.15
139.1,-40.09
139.15,-40.02
139.2,-39.83
139.25,-39.61
139.3,-39.49
139.35,-39.47
139.4,-39.46
139.45,-39.46
139.5,-39.53
139.55,-39.67
139.6,-39.83
139.65,-39.99
139.7,-40.06
139.75,-40.03
139.8,-39.93
139.85,-39.85
139.9,-39.9
139.95,-40.02
140,-40.07
140.05,-40.07
140.1,-40.18
140.15,-40.35
140.2,-40.37
140.25,-40.29
140.3,-40.22
140.35,-40.18
140.4,-40.24
140.45,-40.37
140.5,-40.54
140.55,-40.72
140.6,-40.78
140.65,-40.74
140.7,-40.68
140.75,-40.66
140.8,-40.6
140.85,-40.5
140.9,-40.47
140.95,-40.51
141,-40.46
141.05,-40.32
141.1,-40.11
141.15,-39.9
141.2,-39.74
141.25,-39.62
141.3,-39.51
141.35,-39.42
141.4,-39.4
141.45,-39.43
141.5,-39.43
141.55,-39.42
141.6,-39.38
141.65,-39.35
141.7,-39.46
141.75,-39.71
141.8,-39.97
141.85,-40.21
141.9,-40.38
141.95,-40.44
142,-40.51
142.05,-40.66
142.1,-40.76
142.15,-40.75
142.2,-40.67
142.25,-40.57
142.3,-40.49
142.35,-40.41
142.4,-40.28
142.45,-40.17
142.5,-40.11
142.55,-40.04
142.6,-40
142.65,-40.06
142.7,-40.11
142.75,-40.06
142.8,-39.96
142.85,-39.92
142.9,-40.05
142.95,-40.25
143,-40.45
143.05,-40.62
143.1,-40.7
143.15,-40.65
143.2,-40.57
143.25,-40.54
143.3,-40.51
143.35,-40.44
143.4,-40.44
143.45,-40.5
143.5,-40.61
143.55,-40.72
143.6,-40.65
143.65,-40.49
143.7,-40.33
143.75,-40.15
143.8,-40.06
143.85,-40.09
143.9,-40.12
143.95,-40.04
144,-39.89
144.05,-39.76
144.1,-39.65
144.15,-39.59
144.2,-39.58
144.25,-39.58
144.3,-39.66
144.35,-39.75
144.4,-39.87
144.45,-40.04
144.5,-40.14
144.55,-40.14
144.6,-40.11
144.65,-40.16
144.7,-40.29
144.75,-40.4
144.8,-40.47
144.85,-40.53
144.9,-40.56
144.95,-40.55
145,-40.57
145.05,-40.63
145.1,-40.63
145.15,-40.58
145.2,-40.65
145.25,-40.78
145.3,-40.91
145.35,-40.97
145.4,-40.91
145.45,-40.88
145.5,-40.82
145.55,-40.68
145.6,-40.55
145.65,-40.49
145.7,-40.41
145.75,-40.26
145.8,-40.1
145.85,-39.92
145.9,-39.66
145.95,-39.39
146,-39.07
146.05,-38.87
146.1,-38.95
146.15,-39.08
146.2,-39.12
146.25,-39.13
146.3,-39.1
146.35,-39.02
146.4,-38.93
146.45,-38.9
146.5,-38.99
146.55,-39.18
146.6,-39.39
146.65,-39.63
146.7,-40.04
146.75,-40.45
146.8,-40.54
146.85,-40.56
146.9,-40.7
146.95,-40.89
147,-41.07
147.05,-41.28
147.1,-41.53
147.15,-41.72
147.2,-41.74
147.25,-41.62
147.3,-41.42
147.35,-41.15
147.4,-40.77
147.45,-40.39
147.5,-40.15
147.55,-39.93
147.6,-39.64
147.65,-39.35
147.7,-39.06
147.75,-38.77
147.8,-38.5
147.85,-38.34
147.9,-38.34
147.95,-38.49
148,-38.78
148.05,-39.1
148.1,-39.41
148.15,-39.59
148.2,-39.65
148.25,-39.75
148.3,-39.95
148.35,-40.22
148.4,-40.55
148.45,-40.82
148.5,-40.97
148.55,-41.04
148.6,-41.05
148.65,-41
148.7,-40.84
148.75,-40.64
148.8,-40.44
148.85,-40.35
148.9,-40.35
148.95,-40.27
149,-40.12
149.05,-39.95
149.1,-39.69
149.15,-39.41
149.2,-39.21
149.25,-39.05
149.3,-38.85
149.35,-38.62
149.4,-38.47
149.45,-38.4
149.5,-38.33
149.55,-38.24
149.6,-38.24
149.65,-38.35
149.7,-38.42
149.75,-38.4
149.8,-38.51
149.85,-38.76
149.9,-38.99
149.95,-39.19
150,-39.41
150.05,-39.66
150.1,-39.9
150.15,-40.12
150.2,-40.32
150.25,-40.52
150.3,-40.65
150.35,-40.71
150.4,-40.83
150.45,-41
150.5,-41.03
150.55,-40.94
150.6,-40.82
150.65,-40.74
150.7,-40.75
150.75,-40.78
150.8,-40.71
150.85,-40.58
150.9,-40.49
150.95,-40.44
151,-40.38
151.05,-40.31
151.1,-40.21
151.15,-40.12
151.2,-40.12
151.25,-40.19
151.3,-40.31
151.35,-40.41
151.4,-40.37
151.45,-40.28
151.5,-40.34
151.55,-40.47
151.6,-40.51
151.65,-40.48
151.7,-40.45
151.75,-40.44
151.8,-40.44
151.85,-40.42
151.9,-40.34
151.95,-40.22
152,-40.07
152.05,-39.94
152.1,-39.91
152.15,-39.93
152.2,-39.92
152.25,-39.87
152.3,-39.89
152.35,-39.97
152.4,-40.05
152.45,-40.09
152.5,-40.16
152.55,-40.27
152.6,-40.45
152.65,-40.7
152.7,-40.96
152.75,-41.14
152.8,-41.21
152.85,-41.18
152.9,-41.13
152.95,-41.08
153,-41.02
153.05,-40.95
153.1,-40.91
153.15,-40.9
153.2,-40.9
153.25,-40.89
153.3,-40.87
153.35,-40.79
153.4,-40.68
153.45,-40.67
153.5,-40.74
153.55,-40.8
153.6,-40.85
153.65,-40.92
153.7,-41.02
153.75,-41.12
153.8,-41.2
153.85,-41.23
153.9,-41.24
153.95,-41.23
154,-41.18
154.05,-41.12
154.1,-41.06
154.15,-40.96
154.2,-40.89
154.25,-40.91
154.3,-41
154.35,-41.07
154.4,-41.11
154.45,-41.13
154.5,-41.12
154.55,-41.09
154.6,-41.02
154.65,-40.92
154.7,-40.79
154.75,-40.69
154.8,-40.65
154.85,-40.67
154.9,-40.63
154.95,-40.53
155,-40.35
155.05,-40.14
155.1,-39.93
155.15,-39.77
155.2,-39.67
155.25,-39.65
155.3,-39.72
155.35,-39.88
155.4,-40.13
155.45,-40.4
155.5,-40.57
155.55,-40.67
155.6,-40.82
155.65,-41.04
155.7,-41.27
155.75,-41.48
155.8,-41.64
155.85,-41.75
155.9,-41.83
155.95,-41.85
156,-41.84
156.05,-41.76
156.1,-41.54
156.15,-41.21
156.2,-40.87
156.25,-40.57
156.3,-40.28
156.35,-39.98
156.4,-39.71
156.45,-39.52
156.5,-39.42
156.55,-39.37
156.6,-39.37
156.65,-39.39
156.7,-39.36
156.75,-39.29
156.8,-39.3
156.85,-39.43
156.9,-39.59
156.95,-39.7
157,-39.77
157.05,-39.85
157.1,-39.95
157.15,-40.02
157.2,-40.04
157.25,-40.02
157.3,-39.93
157.35,-39.81
157.4,-39.74
157.45,-39.74
157.5,-39.78
157.55,-39.86
157.6,-40.03
157.65,-40.27
157.7,-40.49
157.75,-40.63
157.8,-40.65
157.85,-40.59
157.9,-40.53
157.95,-40.48
158,-40.4
158.05,-40.28
158.1,-40.13
158.15,-39.94
158.2,-39.68
158.25,-39.27
158.3,-38.69
158.35,-38.06
158.4,-37.45
158.45,-36.9
158.5,-36.49
158.55,-36.28
158.6,-36.21
158.65,-36.2
158.7,-36.24
158.75,-36.33
158.8,-36.45
158.85,-36.6
158.9,-36.85
158.95,-37.3
159,-37.9
